"mbu";"Naziv Ustanove";"Nadredjena Ustanova";"Vrsta Ustanove";"Upisnik";"Adresa";"Mjesto";"Telefon";"Faks";"e Posta";"URL";"Celnik"
349;"Thalassoterapia Opatija";"";"Bolnica";"Znanstvena ustanova";"Maršala Tita 188/1";"OPATIJA";"+385 51 202 600";"+385 51 271 424";"thalassotherapia-opatija@ri.t-com.hr";"www.thalassotherapia-opatija.hr";"ravnatelj dipl. iur. Emil Bratović"
351;"Fakultet zdravstvenih studija, Rijeka";"Sveučilište u Rijeci";"Fakultet";"Znanstvena ustanova i visoko učilište";"Viktora Cara Emina 5";"RIJEKA";"(+385 51) 688 266";"(+385 51) 554 950";" dekanatfzsri@uniri.hr ";"www.fzsri.uniri.hr";"dekanica prof. dr. sc. Daniela Malnar"
352;"Klinika za dječje bolesti";"";"Bolnica";"Znanstvena ustanova";"Klaićeva 16";"ZAGREB";"01/4600 100";"01/4826 053";"kdb@kdb.hr";"www.kdb.hr";"sanacijski upravitelj dipl. oec. Osman Kadić"
356;"Fakultet za dentalnu medicinu i zdravstvo, Osijek ";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Fakultet";"Znanstvena ustanova i visoko učilište";"Crkvena 21 ";"OSIJEK";"(+385 31) 512 800";"(+385 31) 512 833";"info@fdmz.hr";"www.fdmz.hr";"dekan prof. dr. sc. Aleksandar Včev"
195;"Rudarsko-geološko-naftni fakultet, Zagreb ";"Sveučilište u Zagrebu";"Fakultet";"Znanstvena ustanova i visoko učilište";"Pierottijeva 6                                              ";"ZAGREB";"(+385 1) 553 5700";"(+385 1) 4836 051";"dekan@rgn.unizg.hr";"www.rgn.unizg.hr";"dekan prof. dr. sc. Kristijan Posavec"
196;"Institut za antropologiju";"";"Javni institut";"Znanstvena ustanova";"Ljudevita Gaja 32                                           ";"ZAGREB";"(+385 1) 5535-100, (+385 1) 5535-102                    ";"(+385 1) 5535-105                                                                                   ";"ured@inantro.hr                                                                                     ";"www.inantro.hr                                                                                      ";"ravnatelj dr.sc. Saša Missoni"
197;"Institut za arheologiju, Zagreb";"";"Javni institut";"Znanstvena ustanova";"Ljudevita Gaja 32                                ";"ZAGREB";"(+385 1) 6150 250                                                                                   ";"(+385 1) 6150 250                                                                                   ";"ured.ravnatelja@iarh.hr";"www.iarh.hr                                                                                         ";"ravnatelj dr. sc. Marko Dizdar"
198;"Klinička bolnica ""Dubrava""";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Avenija Gojka Šuška 6                                       ";"ZAGREB";"(+385 1) 2902-444  ";"(+385 1) 2863-695                           ";"kbd@kbd.hr";;"ravnatelj prof.dr.sc. Milan Kujundžić"
199;"Fakultet filozofije i religijskih znanosti, Zagreb ";"Sveučilište u Zagrebu";"Fakultet";"Znanstvena ustanova i visoko učilište";"Jordanovac 110, pp 169                                      ";"ZAGREB";"(+385 1) 2354 222                                                                                   ";"(+385 1) 2354 201                                                                                   ";"tajnistvo@ffrz.unizg.hr;emanuela.herceg@ffrz.unizg.hr                                               ";"www.ffrz.unizg.hr                                           ";"dekan prof. dr. sc. Ivan Koprek"
201;"Energetski institut Hrvoje Požar";"";"Znanstveni institut";"Znanstvena ustanova";"Savska cesta 163                                            ";"ZAGREB";"(+385 1) 6326 100";"(+385 1) 6040-599              ";"eihp@eihp.hr                                                                                      ";"www.eihp.hr";"ravnatelj Dražen Jakšić"
203;"Katolički bogoslovni fakultet, Zagreb";"Sveučilište u Zagrebu";"Fakultet";"Znanstvena ustanova i visoko učilište";"Vlaška 38                                                   ";"ZAGREB";"(+385 1) 4890 400; (+385 1) 4890 402                                                                ";"(+385 1) 4814 704                                                                                   ";"ured@kbf.unizg.hr ";"www.kbf.unizg.hr ";"dekan prof. dr. sc. Josip Šimunović"
204;"MUP Policijska akademija – Visoka policijska škola, Zagreb";"";"Visoka škola";"Znanstvena ustanova i visoko učilište";"Avenija Gojka Šuška 1                                       ";"ZAGREB";"(+385 1) 2426 311                                                                           ";"(+385 1) 2426 415                                                                                   ";"vps@fkz.hr";"www.pa.mup.hr";"dekan dr. sc. Krunoslav Borovec"
205;"Hrvatski državni arhiv";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Marulićev trg 21                                            ";"ZAGREB";"(+385 1) 4801-999                            ";"(+385 1) 4829-000    ";"hda@arhiv.hr                                                                                        ";;"ravnatelj dr.sc. Stjepan Ćosić"
206;"Klinika za ortopediju Lovran";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Šetalište M. Tita 1                                                   ";"LOVRAN";"(+385 51) 710 200               ";"(+385 51) 292-098               ";"klinika.lovran@ri.t-com.hr";"www.orto-lovran.hr";"ravnatelj prof.dr.sc. Branko Šestan"
207;"Poliklinika SUVAG";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Kneza Ljudevita Posavskog 10                                ";"ZAGREB";"(+385 1) 4629-600, (+385 1) 4629-603";"(+385 1) 4655-166 ";"zagreb@suvag.hr                                                                                     ";"www.suvag.hr";"ravnateljica doc. dr. sc. Adinda Dulčić"
208;"Hrvatski zavod za transfuzijsku medicinu";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Petrova 3                                                   ";"ZAGREB";"(+385 1) 4600-333, (+385 1) 4633-283  ";"(+385 1) 4633-286              ";"irena.jukic@hztm.hr";;"ravnateljica Irena Jukić"
362;"MUP Centar za forenzična ispitivanja, istraživanja i vještačenja ""Ivan Vučetić""";"";"";"Znanstvena ustanova";"Ilica 335";"ZAGREB";"(+3851) 3778-231";"(+3851) 3788-051";"aledic@mup.hr";"https://forenzika.gov.hr";"Načelnica dipl. inž. Andrea Ledić"
363;"BICRO BIOCENTAR d.o.o.";"";"";"Znanstvena ustanova";"Borongajska cesta 83H";"ZAGREB";"(+385 1) 6458 640";;"info@biocentre.hr";"www.biocentre.hr";"član uprave dr. sc. Marija Lovrić"
365;"Opća bolnica Zadar";"";"";"Znanstvena ustanova";"Bože Peričića 5";"ZADAR";"023/505 119";"023/315 724";"zculina065@gmail.com";"www.bolnica-zadar.hr";"ravnatelj specijal. pulmolog Željko Čulina"
367;"Sveučilište u Slavonskom Brodu";"";"Sveučilište";"Znanstvena ustanova i visoko učilište";"Trg Stjepana Miletića 12";"SLAVONSKI BROD";"(+385 35) 446-188";"(+385 35) 446-446";"info@unisb.hr; zivandic@unisb.hr;msenic@unisb.hr";"www.unisb.hr";"privremeni rektor prof. dr. sc. Ivan Samardžić"
368;"Kineziološki fakultet, Osijek ";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Fakultet";"Visoko učilište";"Drinska 16a";"OSIJEK";"(+385  31) 225 000";"(+385 31) 225-001";"ured@kifos.hr";"www.kifos.hr";"privremena dekanica prof. dr. sc. Vesnica Mlinarević"
369;"Hrvatski memorijalno-dokumentacijski centar Domovinskog rata";"";"";"Znanstvena ustanova";"Marulićev trg 21";"ZAGREB";"(+385 1) 4828 268";"(+385 1) 4828 221";"centar@centardomovinskograta.hr";"www.centardomovinskograta.hr";"ravnatelj izv. prof. dr. sc. Ante Nazor"
55;"Ekonomski fakultet, Split ";"Sveučilište u Splitu";"Fakultet";"Znanstvena ustanova i visoko učilište";"Cvite Fisković 5                                         ";"SPLIT";"(+385 21) 430 601                                                                                   ";"(+385 21) 430 701                                                                                   ";"dekanat@efst.hr";"www.efst.unist.hr";"dekanica prof. dr. sc. Maja Fredotović"
58;"Prehrambeno-biotehnološki fakultet";"Sveučilište u Zagrebu";"Fakultet";"Znanstvena ustanova i visoko učilište";"Pierottijeva 6                                              ";"ZAGREB";"(+385 1) 4605 000                                                                ";"(+385 1) 4836 083                                                                                   ";"dekan@pbf.hr                                                                                        ";"www.pbf.unizg.hr                                                                                   ";"dekanica prof. dr. sc. Jadranka Frece"
61;"INA-Industrija nafte d.d.";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Avenija Većeslava Holjevca 10                                        ";"ZAGREB";"(+385 1) 6450 000";"(+385 1) 6452 100";"ina-besplatni.telefon@ina.hr                                                                       ";"http://www.ina.hr/";"direktor Gabriel Račka"
62;"Medicinski fakultet, Rijeka ";"Sveučilište u Rijeci";"Fakultet";"Znanstvena ustanova i visoko učilište";"Braće Branchetta 20                                         ";"RIJEKA";"(+385 51) 651 203                                                         ";"(+385 51) 675 806                                                                                   ";"dekanat_medri@uniri.hr";"www.medri.uniri.hr                                                                                 ";"dekan prof. dr. sc. Goran Hauser"
65;"Stomatološki fakultet, Zagreb";"Sveučilište u Zagrebu";"Fakultet";"Znanstvena ustanova i visoko učilište";"Gundulićeva 5                                               ";"ZAGREB";"(+385 1) 4802 111;4807 350                                                                          ";"(+385 1) 4830 804; 4807 367";"dekanat@sfzg.hr ";"www.sfzg.unizg.hr";"dekanica prof. dr. sc. Zrinka Tarle"
66;"Pravni fakultet, Zagreb";"Sveučilište u Zagrebu";"Fakultet";"Znanstvena ustanova i visoko učilište";"Trg Republike Hrvatske  14                                         ";"ZAGREB";"(+385 1) 4564 309                                                                     ";"(+385 1) 4564 030";"dekanat@pravo.hr ";"www.pravo.unizg.hr ";"dekan prof. dr. sc. Igor Gliha"
